submission_id,team,cell_id,cell,assay_id,assay,bootstraip_id,mse,gwcorr,gwspear,mseprom,msegene,mseenh,msevar,mse1obs,mse1imp
1030037,KKT-ENCODE-Impute-model_1,C02,adrenal gland,M22,H3K4me3,0,0.6096911116,0.5317766851,0.08393608648,5.979170981,1.010809633,2.015182221,117.0831705,50.76571273,49.98172961
1030037,KKT-ENCODE-Impute-model_1,C02,adrenal gland,M22,H3K4me3,1,0.6030795919,0.5324326794,0.08071453322,5.872153581,1.013854497,1.940067199,116.9724681,50.3653415,49.66668314
1030037,KKT-ENCODE-Impute-model_1,C02,adrenal gland,M22,H3K4me3,2,0.633643088,0.5294911272,0.08253793166,5.995084226,1.057487148,2.093345975,118.0279019,52.94904191,51.67250133
1030037,KKT-ENCODE-Impute-model_1,C02,adrenal gland,M22,H3K4me3,3,0.6462267724,0.5317296584,0.08142511904,5.895604021,1.062724585,2.016064775,117.7832659,53.9836844,52.45646458
1030037,KKT-ENCODE-Impute-model_1,C02,adrenal gland,M22,H3K4me3,4,0.6261981073,0.5315977285,0.08141618842,5.89794916,1.051858482,2.083985105,117.1582797,52.06603019,51.15180302
1030037,KKT-ENCODE-Impute-model_1,C02,adrenal gland,M22,H3K4me3,5,0.6260427258,0.5314705652,0.0822730606,5.937837988,1.047153915,2.076003104,117.9668333,52.16023172,51.20080258
1030037,KKT-ENCODE-Impute-model_1,C02,adrenal gland,M22,H3K4me3,6,0.626573652,0.5329385809,0.08198925188,6.026632311,1.041455642,2.111044098,116.3643897,52.34029075,51.28196078
1030037,KKT-ENCODE-Impute-model_1,C02,adrenal gland,M22,H3K4me3,7,0.6221534395,0.5309442642,0.08558904968,6.135201843,1.024846287,2.073783761,117.1119986,51.89598543,50.84461552
1030037,KKT-ENCODE-Impute-model_1,C02,adrenal gland,M22,H3K4me3,8,0.6478403712,0.53520309,0.08390095727,6.25237762,1.059829965,2.089400821,118.7991427,54.25979199,53.02143996
1030037,KKT-ENCODE-Impute-model_1,C02,adrenal gland,M22,H3K4me3,9,0.6000781566,0.5338118374,0.08281964012,5.953674203,0.9901313352,2.053878141,114.9707939,50.08071281,49.14470651
1031037,KKT-ENCODE-Impute-model_2,C02,adrenal gland,M22,H3K4me3,0,0.8205166013,0.2378793868,-0.1023827938,8.087882618,1.396354761,2.57495793,182.611816,75.4719954,55.5143873
1031037,KKT-ENCODE-Impute-model_2,C02,adrenal gland,M22,H3K4me3,1,0.812092858,0.2267424199,-0.1014338,7.946314036,1.400555568,2.455342319,182.5961196,74.83458968,55.41820974
1031037,KKT-ENCODE-Impute-model_2,C02,adrenal gland,M22,H3K4me3,2,0.8497585018,0.2343708402,-0.1021732663,8.060248964,1.456919565,2.633373334,183.2696762,78.48200752,57.58034425
1031037,KKT-ENCODE-Impute-model_2,C02,adrenal gland,M22,H3K4me3,3,0.8691838289,0.2344947397,-0.1026297761,7.94350785,1.467692361,2.506327918,183.4876041,80.30140516,58.45302616
1031037,KKT-ENCODE-Impute-model_2,C02,adrenal gland,M22,H3K4me3,4,0.8420198169,0.2279255174,-0.101611689,7.932701404,1.454653299,2.625328839,182.7873702,77.40685068,56.72980437
1031037,KKT-ENCODE-Impute-model_2,C02,adrenal gland,M22,H3K4me3,5,0.8418403056,0.2262157055,-0.1018293646,7.993725067,1.445443254,2.603046768,184.109925,77.46483881,56.88686928
1031037,KKT-ENCODE-Impute-model_2,C02,adrenal gland,M22,H3K4me3,6,0.8446285137,0.2249192888,-0.1022842189,8.168779096,1.442795024,2.685838412,182.0193782,78.01912584,56.88422466
1031037,KKT-ENCODE-Impute-model_2,C02,adrenal gland,M22,H3K4me3,7,0.8365096215,0.2385191984,-0.1036337701,8.288238447,1.415340262,2.624668198,182.4969698,77.16027749,56.27085929
1031037,KKT-ENCODE-Impute-model_2,C02,adrenal gland,M22,H3K4me3,8,0.8732937602,0.2294830574,-0.1058027485,8.487953743,1.467040072,2.667039704,185.3909836,80.70206321,59.24008513
1031037,KKT-ENCODE-Impute-model_2,C02,adrenal gland,M22,H3K4me3,9,0.8096819781,0.2298384952,-0.1017892219,8.106954459,1.371705087,2.575404967,179.9964724,74.55531384,54.66400763
1040037,LiPingChun,C02,adrenal gland,M22,H3K4me3,0,1.502230589,0.5565904858,-0.01507308209,17.61717362,2.409668507,11.57127803,132.2749215,59.81403608,135.7887752
1040037,LiPingChun,C02,adrenal gland,M22,H3K4me3,1,1.473823231,0.5565062625,-0.01682705212,17.29800346,2.386701481,11.8656422,131.785811,58.67153897,132.5581717
1040037,LiPingChun,C02,adrenal gland,M22,H3K4me3,2,1.544666868,0.5553439273,-0.01601691804,17.5369926,2.482479955,11.88053224,131.1213009,61.06793188,139.2961404
1040037,LiPingChun,C02,adrenal gland,M22,H3K4me3,3,1.601434438,0.5563123079,-0.01008449059,17.76179198,2.533529651,11.99619003,132.2875674,62.979378,142.5945099
1040037,LiPingChun,C02,adrenal gland,M22,H3K4me3,4,1.536865924,0.5564449574,-0.02160776156,17.58815241,2.479455408,12.03911337,131.6895265,60.85883207,138.3745216
1040037,LiPingChun,C02,adrenal gland,M22,H3K4me3,5,1.536884378,0.5568967797,-0.01611449702,17.56789071,2.491488653,11.96211877,132.292533,61.127489,137.8663358
1040037,LiPingChun,C02,adrenal gland,M22,H3K4me3,6,1.558513931,0.5560095644,-0.01810328851,17.79764566,2.512236835,11.89028234,132.2139613,61.73939516,139.2350685
1040037,LiPingChun,C02,adrenal gland,M22,H3K4me3,7,1.542622979,0.5549139901,-0.01655803043,18.00643074,2.469408932,12.01065837,132.6949736,61.04568354,137.7370578
1040037,LiPingChun,C02,adrenal gland,M22,H3K4me3,8,1.593650962,0.556754368,-0.01292448467,18.37660086,2.522415438,11.80249873,133.9956395,63.03053913,142.5143863
1040037,LiPingChun,C02,adrenal gland,M22,H3K4me3,9,1.486546142,0.5564218623,-0.01063873346,17.78965448,2.369261046,11.68006982,132.4244954,59.50545734,133.4643848
1050037,MLeipzig,C02,adrenal gland,M22,H3K4me3,0,51.286349,0.4766643644,0.03636188212,558.2230247,91.76207009,257.3117883,13802.50156,4082.7967,5107.752939
1050037,MLeipzig,C02,adrenal gland,M22,H3K4me3,1,50.32382144,0.478331751,0.03600325569,548.6450081,89.56423431,262.3782838,13804.85704,4031.735256,5011.92373
1050037,MLeipzig,C02,adrenal gland,M22,H3K4me3,2,52.46083283,0.4776261876,0.03685682493,555.1405888,93.52092468,261.6749534,13655.65159,4184.611047,5224.486499
1050037,MLeipzig,C02,adrenal gland,M22,H3K4me3,3,54.75193799,0.4785570878,0.03747974319,561.0620442,95.99495696,245.988279,13938.66288,4368.410441,5452.856314
1050037,MLeipzig,C02,adrenal gland,M22,H3K4me3,4,52.41922186,0.4788314266,0.03639509465,552.1081263,93.46404356,270.2720917,13804.86975,4177.572864,5220.448902
1050037,MLeipzig,C02,adrenal gland,M22,H3K4me3,5,52.0707418,0.4799358383,0.03654055042,544.7721721,93.36726146,274.7006286,13742.05268,4153.913303,5185.861089
1050037,MLeipzig,C02,adrenal gland,M22,H3K4me3,6,53.26683139,0.4761560059,0.03681747625,566.9019686,94.77892637,269.6312178,13797.30649,4256.118227,5305.20254
1050037,MLeipzig,C02,adrenal gland,M22,H3K4me3,7,51.946089,0.4765984323,0.03670583621,562.9201191,92.21168014,263.5370924,13653.36317,4149.910941,5173.213871
1050037,MLeipzig,C02,adrenal gland,M22,H3K4me3,8,53.33792988,0.4795778182,0.03667014293,571.1245676,93.44790808,257.6697647,13811.82967,4269.686,5311.642255
1050037,MLeipzig,C02,adrenal gland,M22,H3K4me3,9,51.2027169,0.4780166295,0.03600412684,569.5767143,90.44467872,271.8621168,13777.64099,4080.321104,5099.643356
1060037,noml,C02,adrenal gland,M22,H3K4me3,0,5.943655492,0.7563536683,0.02950154384,68.58881479,10.45802823,22.11020632,1564.511379,526.1631443,528.7289917
1060037,noml,C02,adrenal gland,M22,H3K4me3,1,5.834276316,0.7578575366,0.02882379865,67.08810394,10.34494655,22.20288349,1557.484544,517.2580376,527.1922428
1060037,noml,C02,adrenal gland,M22,H3K4me3,2,6.103050587,0.7583623167,0.02956298548,67.94954144,10.79430934,22.69740904,1558.244219,541.266812,592.3684214
1060037,noml,C02,adrenal gland,M22,H3K4me3,3,6.317448753,0.7606916378,0.02994485582,68.00694096,10.98290197,21.94640941,1569.396747,559.7952012,613.7185996
1060037,noml,C02,adrenal gland,M22,H3K4me3,4,6.088975476,0.7586272293,0.02943973488,67.69358721,10.83737482,22.58853166,1563.02428,537.7326384,533.6915439
1060037,noml,C02,adrenal gland,M22,H3K4me3,5,6.063816714,0.7595456757,0.0295284531,67.83145654,10.74908714,22.61131506,1563.792923,536.8934423,532.7630449
1060037,noml,C02,adrenal gland,M22,H3K4me3,6,6.159038868,0.7595320202,0.0299107739,69.09727804,10.87552359,23.3521197,1566.983947,546.500651,598.1641553
1060037,noml,C02,adrenal gland,M22,H3K4me3,7,6.079122587,0.7589768823,0.03016693295,70.18856095,10.66133131,23.16407674,1565.67438,538.806649,530.2459422
1060037,noml,C02,adrenal gland,M22,H3K4me3,8,6.306340189,0.7593862567,0.03077600672,71.29299517,10.9274086,23.27941166,1580.476618,558.9442477,612.1140749
1060037,noml,C02,adrenal gland,M22,H3K4me3,9,5.90706072,0.7581295338,0.02927133807,69.65464774,10.34994486,22.42371545,1565.038122,524.0111326,528.2062012
1000032,BrokenNodes,C03,adrenal gland embryonic,M02,DNase-seq,0,26.00256739,0.7928990452,0.4043868241,466.9666121,28.00440432,307.8993154,14476882.65,1821.43384,2431.804065
1000032,BrokenNodes,C03,adrenal gland embryonic,M02,DNase-seq,1,61.53319262,0.6833017003,0.4127886592,2632.760876,166.6550945,301.2265756,376135262.7,5713.925895,5987.957295
1000032,BrokenNodes,C03,adrenal gland embryonic,M02,DNase-seq,2,70.52844482,0.6725480175,0.4128951679,2691.387895,174.7179505,310.4995026,243387252.7,6257.65373,6879.21403
1000032,BrokenNodes,C03,adrenal gland embryonic,M02,DNase-seq,3,70.93630916,0.6783802961,0.41554128,2625.508724,170.8853582,307.4692818,241198276,6289.411012,6914.904582
1000032,BrokenNodes,C03,adrenal gland embryonic,M02,DNase-seq,4,69.83988583,0.672068912,0.4158053379,2702.107471,173.0489082,220.3382939,247701094.4,6196.738121,6811.749277
1000032,BrokenNodes,C03,adrenal gland embryonic,M02,DNase-seq,5,70.08569516,0.677188755,0.4159863205,2684.306892,173.0116391,311.191563,243852078.7,6222.56895,6837.805276
1000032,BrokenNodes,C03,adrenal gland embryonic,M02,DNase-seq,6,70.38877026,0.6743772834,0.4160321807,2690.669543,174.6074927,299.5498587,244589368.6,6249.479213,6866.412161
1000032,BrokenNodes,C03,adrenal gland embryonic,M02,DNase-seq,7,70.2873839,0.6725149367,0.403247028,2720.859811,172.0777643,309.0040358,244801417.6,6240.802199,6858.051488
1000032,BrokenNodes,C03,adrenal gland embryonic,M02,DNase-seq,8,70.15629257,0.6741793034,0.4097170163,2710.59731,170.5987026,302.7061054,246147976.8,6230.539138,6835.899443
1000032,BrokenNodes,C03,adrenal gland embryonic,M02,DNase-seq,9,66.16146448,0.6720514555,0.4061295213,2626.285433,171.1333776,311.0692548,253339300.9,5926.628769,6448.449862
1010071,ENCODE_DCC_Imputes,C03,adrenal gland embryonic,M02,DNase-seq,0,31.1513913,0.7651984165,0.4151578043,580.3288852,42.37753355,389.3181967,26473145.72,1984.819951,2942.666689
1010071,ENCODE_DCC_Imputes,C03,adrenal gland embryonic,M02,DNase-seq,1,96.93698614,0.6102578375,0.4232545379,4430.212948,272.6323734,388.1813073,639163036.5,9171.540322,9524.402993
1010071,ENCODE_DCC_Imputes,C03,adrenal gland embryonic,M02,DNase-seq,2,107.0529533,0.6035126963,0.4234141424,4365.590236,293.9305947,389.1642453,413845858.8,9477.502414,10528.05847
1010071,ENCODE_DCC_Imputes,C03,adrenal gland embryonic,M02,DNase-seq,3,107.5602012,0.610294015,0.4262445772,4257.784954,287.0693817,384.7060857,410123891.9,9517.472198,10573.4135
1010071,ENCODE_DCC_Imputes,C03,adrenal gland embryonic,M02,DNase-seq,4,105.7456216,0.6027885472,0.4259812983,4377.916176,290.6629228,217.7704691,421158738.1,9366.430725,10398.9512
1010071,ENCODE_DCC_Imputes,C03,adrenal gland embryonic,M02,DNase-seq,5,106.6851621,0.6086016667,0.4264420506,4356.47331,291.1430729,393.0224741,414636669.8,9448.301509,10494.05847
1010071,ENCODE_DCC_Imputes,C03,adrenal gland embryonic,M02,DNase-seq,6,106.8779967,0.6058845492,0.42608983,4367.07116,293.7169826,372.1537142,415890000.1,9473.204829,10512.06143
1010071,ENCODE_DCC_Imputes,C03,adrenal gland embryonic,M02,DNase-seq,7,106.871982,0.6038381072,0.4141706645,4415.317423,289.6225571,388.0268603,416250803.2,9467.514164,10512.73951
1010071,ENCODE_DCC_Imputes,C03,adrenal gland embryonic,M02,DNase-seq,8,106.320438,0.6058795324,0.4195295253,4397.18521,286.816598,377.4310325,418515845.8,9438.358964,10448.72605
1010071,ENCODE_DCC_Imputes,C03,adrenal gland embryonic,M02,DNase-seq,9,99.58739172,0.6034443153,0.4168964554,4209.986106,290.7491678,391.4146864,429796665.6,8781.160858,9786.523288
1020071,Hongyang_Li_and_Yuanfang_Guan,C03,adrenal gland embryonic,M02,DNase-seq,0,19.55486803,0.8653363452,0.4597777246,384.2962163,23.21918808,317.4464226,1846636.675,1655.836771,1818.362131
1020071,Hongyang_Li_and_Yuanfang_Guan,C03,adrenal gland embryonic,M02,DNase-seq,1,22.57844887,0.8486542972,0.4665818466,532.171333,35.06359396,322.4633167,14194441.37,1970.840981,2122.757954
1020071,Hongyang_Li_and_Yuanfang_Guan,C03,adrenal gland embryonic,M02,DNase-seq,2,23.76233393,0.8538232913,0.4665221041,536.4945965,36.62443625,318.3071553,9137496.734,2060.267991,2234.301512
1020071,Hongyang_Li_and_Yuanfang_Guan,C03,adrenal gland embryonic,M02,DNase-seq,3,24.6743866,0.8562347329,0.4690307429,541.7447292,36.90177835,315.2304173,9055890.907,2143.668198,2320.581383
1020071,Hongyang_Li_and_Yuanfang_Guan,C03,adrenal gland embryonic,M02,DNase-seq,4,22.31022568,0.8594078999,0.4688086488,518.3630472,32.74783441,186.3461208,9208923.544,1924.646491,2090.866543
1020071,Hongyang_Li_and_Yuanfang_Guan,C03,adrenal gland embryonic,M02,DNase-seq,5,24.04698452,0.8534953869,0.4692391715,548.3947002,36.93903965,325.1077372,9155302.784,2094.294328,2265.573344
1020071,Hongyang_Li_and_Yuanfang_Guan,C03,adrenal gland embryonic,M02,DNase-seq,6,23.93968029,0.8560981177,0.4690195785,541.2372146,37.21215372,307.4724261,9182776.881,2087.129177,2253.731018
1020071,Hongyang_Li_and_Yuanfang_Guan,C03,adrenal gland embryonic,M02,DNase-seq,7,23.89787191,0.8544423749,0.4589777431,555.7513438,36.36656849,321.1117427,9190638.332,2080.076743,2250.872457
1020071,Hongyang_Li_and_Yuanfang_Guan,C03,adrenal gland embryonic,M02,DNase-seq,8,24.13969263,0.8541461853,0.463450336,551.3038901,36.37509958,310.6921229,9239470.049,2091.585536,2266.779075
1020071,Hongyang_Li_and_Yuanfang_Guan,C03,adrenal gland embryonic,M02,DNase-seq,9,19.99060642,0.8653260706,0.4613301784,420.4150863,34.47885133,310.0325021,8664516.804,1719.510788,1861.87268
1030071,KKT-ENCODE-Impute-model_1,C03,adrenal gland embryonic,M02,DNase-seq,0,23.19122372,0.4186309568,0.1695121444,353.1207526,28.19353513,144.0601978,53709.70635,2274.059618,1706.355683
1030071,KKT-ENCODE-Impute-model_1,C03,adrenal gland embryonic,M02,DNase-seq,1,22.47711521,0.4110329636,0.1814510294,347.6988208,28.25267347,147.8864202,3346436.339,2203.149632,1608.110054
1030071,KKT-ENCODE-Impute-model_1,C03,adrenal gland embryonic,M02,DNase-seq,2,24.52841583,0.4128698446,0.1725831928,379.2798025,30.56119892,149.1832358,2093751.583,2405.93906,1767.652718
1030071,KKT-ENCODE-Impute-model_1,C03,adrenal gland embryonic,M02,DNase-seq,3,25.55145077,0.4179138331,0.1738628392,384.70659,31.40808736,151.2690213,2075220.058,2507.088511,1850.133133
1030071,KKT-ENCODE-Impute-model_1,C03,adrenal gland embryonic,M02,DNase-seq,4,24.45405468,0.4147772855,0.1783230759,384.0373195,30.45848127,146.8945465,2130267.2,2399.001916,1769.975947
1030071,KKT-ENCODE-Impute-model_1,C03,adrenal gland embryonic,M02,DNase-seq,5,24.09283721,0.4216262386,0.1777519575,385.8490574,30.92157883,152.1659542,2096826.426,2363.393462,1792.751866
1030071,KKT-ENCODE-Impute-model_1,C03,adrenal gland embryonic,M02,DNase-seq,6,24.88912414,0.4167523061,0.1790707737,384.7471034,31.40298504,149.9061129,2104183.278,2442.697991,1806.314158
1030071,KKT-ENCODE-Impute-model_1,C03,adrenal gland embryonic,M02,DNase-seq,7,24.44786689,0.4157589131,0.1657689577,386.0680066,30.47733216,149.9766079,2105842.422,2399.029515,1775.116554
1030071,KKT-ENCODE-Impute-model_1,C03,adrenal gland embryonic,M02,DNase-seq,8,25.0243472,0.4155493906,0.1744981857,389.2213582,30.7782255,148.4206261,2118022.114,2455.413179,1809.20848
1030071,KKT-ENCODE-Impute-model_1,C03,adrenal gland embryonic,M02,DNase-seq,9,23.10262775,0.422013738,0.1737720635,376.4171098,29.03915333,142.9237734,2161017.924,2266.371273,1695.695468
1031071,KKT-ENCODE-Impute-model_2,C03,adrenal gland embryonic,M02,DNase-seq,0,25.86979331,0.1026401972,0.02972889045,399.009082,31.71044077,161.5249482,54612.18905,2563.31208,1013.59072
1031071,KKT-ENCODE-Impute-model_2,C03,adrenal gland embryonic,M02,DNase-seq,1,25.01491633,0.09788106255,0.04500493139,390.2843389,31.60816648,165.6762902,3347519.245,2478.08684,978.345455
1031071,KKT-ENCODE-Impute-model_2,C03,adrenal gland embryonic,M02,DNase-seq,2,27.28791129,0.1005965384,0.03508652273,425.6666144,34.14875374,167.3444778,2094485.418,2704.526704,1043.856595
1031071,KKT-ENCODE-Impute-model_2,C03,adrenal gland embryonic,M02,DNase-seq,3,28.45538795,0.1004456304,0.0371251062,431.7480201,35.13995711,169.4018468,2075982.476,2820.308709,1072.363378
1031071,KKT-ENCODE-Impute-model_2,C03,adrenal gland embryonic,M02,DNase-seq,4,27.22187153,0.09835215571,0.04261219239,431.0182735,34.06830337,164.8653922,2131006.047,2698.171637,1044.609608
1031071,KKT-ENCODE-Impute-model_2,C03,adrenal gland embryonic,M02,DNase-seq,5,26.88542897,0.09911974478,0.04168229927,433.1815591,34.58940642,170.0521602,2097568.874,2664.60299,1056.431964
1031071,KKT-ENCODE-Impute-model_2,C03,adrenal gland embryonic,M02,DNase-seq,6,27.70610692,0.09646095214,0.04395304061,431.4553143,35.14527485,167.7570911,2104929.189,2746.490061,1042.615425
1031071,KKT-ENCODE-Impute-model_2,C03,adrenal gland embryonic,M02,DNase-seq,7,27.2086739,0.1015105056,0.02557389187,433.02218,34.09475332,168.0610276,2106570.987,2696.74001,1029.485572
1031071,KKT-ENCODE-Impute-model_2,C03,adrenal gland embryonic,M02,DNase-seq,8,27.82747671,0.09831021022,0.03927553392,436.3132978,34.40432626,165.8487373,2118767.052,2757.672866,1058.602169
1031071,KKT-ENCODE-Impute-model_2,C03,adrenal gland embryonic,M02,DNase-seq,9,25.77703074,0.09815371979,0.03791049581,423.3495854,32.50730042,160.477297,2161733.69,2554.028494,981.6835629
1040071,LiPingChun,C03,adrenal gland embryonic,M02,DNase-seq,0,34.99002389,0.3382763811,0.06987882382,411.533611,49.40924499,234.8367543,50782.44453,1785.611156,2540.437809
1040071,LiPingChun,C03,adrenal gland embryonic,M02,DNase-seq,1,34.27829066,0.3305339636,0.08287271756,412.1534796,49.42640262,237.941182,3328748.926,1752.483306,2396.955536
1040071,LiPingChun,C03,adrenal gland embryonic,M02,DNase-seq,2,36.4759721,0.3353941506,0.06854066915,434.1952201,52.21839866,241.9009012,2082528.424,1882.977174,2627.803282
1040071,LiPingChun,C03,adrenal gland embryonic,M02,DNase-seq,3,37.87453186,0.3368712276,0.07299534043,441.4127886,53.48767451,244.2668228,2063997.231,1951.51454,2634.819955
1040071,LiPingChun,C03,adrenal gland embryonic,M02,DNase-seq,4,36.28816544,0.3363422484,0.07732981207,437.1792244,52.08799441,240.3753395,2118890.068,1877.745922,2607.686242
1040071,LiPingChun,C03,adrenal gland embryonic,M02,DNase-seq,5,36.04142989,0.340938711,0.08533839259,439.1841476,52.65254922,245.3624166,2085558.135,1838.657206,2566.664773
1040071,LiPingChun,C03,adrenal gland embryonic,M02,DNase-seq,6,37.06518833,0.3379204028,0.07077484424,441.9238406,53.45832792,242.8413959,2092851.083,1910.986041,2645.724283
1040071,LiPingChun,C03,adrenal gland embryonic,M02,DNase-seq,7,36.49126772,0.3371194722,0.06843261163,445.3168683,52.03211451,243.8358039,2094558.247,1880.876569,2577.493521
1040071,LiPingChun,C03,adrenal gland embryonic,M02,DNase-seq,8,37.27518639,0.3355339168,0.07576415012,449.8149923,52.64890847,238.6424156,2106634.595,1920.246248,2667.13068
1040071,LiPingChun,C03,adrenal gland embryonic,M02,DNase-seq,9,34.90050023,0.3390690643,0.068935962,435.2796597,50.21741555,236.9768576,2149700.437,1782.204615,2536.807246
1050071,MLeipzig,C03,adrenal gland embryonic,M02,DNase-seq,0,158.9112398,0.5325817624,0.2489933457,2052.441914,238.600821,2785.535663,31086277.06,11109.192,15650.30723
1050071,MLeipzig,C03,adrenal gland embryonic,M02,DNase-seq,1,158.7373327,0.544871015,0.2542686886,2655.326292,242.9018911,2949.183016,109077868.3,11963.37161,15636.18571
1050071,MLeipzig,C03,adrenal gland embryonic,M02,DNase-seq,2,181.3805184,0.5385532965,0.2566789575,2777.224733,290.9372275,2879.361705,84875241.49,13050.00662,17884.99399
